age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,Cost_Per_Profile,Login_Frequency,Loyalty_Score,Estimated_Tenure_Days,Watch_Intensity
20,Other,Basic,5.64,24,Africa,Tablet,8.99,0,Debit Card,2,0.23,Action,4.495,0.04,0.2348,90,1.2972
51,Other,Standard,3.38,40,Asia,Desktop,13.99,1,Gift Card,3,0.08,Sci-Fi,4.663333333333333,0.024390243902439,0.08439024390243895,1020,0.2704
39,Female,Premium,1.86,55,Oceania,Laptop,17.99,1,Debit Card,3,0.03,Documentary,5.996666666666666,0.0178571428571428,0.0337499999999999,660,0.0558
52,Female,Premium,4.12,1,South America,Laptop,17.99,0,Crypto,4,2.06,Sci-Fi,4.4975,0.5,3.09,1050,8.4872
34,Other,Standard,7.32,57,Europe,Tablet,13.99,1,Crypto,1,0.13,Sci-Fi,13.99,0.0172413793103448,0.12844827586206875,510,0.9516000000000001
35,Female,Standard,34.3,18,Oceania,Mobile,13.99,0,Credit Card,1,1.81,Drama,13.99,0.0526315789473684,1.9005263157894727,540,62.083
47,Male,Premium,3.78,56,Oceania,Laptop,17.99,1,Debit Card,3,0.07,Documentary,5.996666666666666,0.0175438596491228,0.06754385964912277,900,0.2646
42,Male,Standard,10.89,15,Africa,Tablet,13.99,0,Gift Card,5,0.68,Romance,2.798,0.0625,0.723125,750,7.405200000000001
34,Female,Premium,5.24,20,Europe,Desktop,17.99,0,Debit Card,3,0.25,Romance,5.996666666666666,0.0476190476190476,0.26142857142857134,510,1.31
44,Other,Premium,46.8,46,Oceania,Mobile,17.99,0,Crypto,4,1.0,Romance,4.4975,0.0212765957446808,1.017021276595742,810,46.8
34,Other,Premium,22.76,59,North America,Laptop,17.99,0,Credit Card,3,0.38,Action,5.996666666666666,0.0166666666666666,0.38566666666666516,510,8.648800000000001
68,Other,Premium,5.61,41,Africa,TV,17.99,1,PayPal,1,0.13,Action,17.99,0.0238095238095238,0.13666666666666663,1530,0.7293000000000001
20,Male,Basic,2.16,28,Europe,Desktop,8.99,1,Credit Card,1,0.07,Documentary,8.99,0.0344827586206896,0.0768965517241378,90,0.15120000000000003
55,Male,Standard,13.16,57,Africa,Mobile,13.99,1,Crypto,5,0.23,Sci-Fi,2.798,0.0172413793103448,0.23086206896551686,1140,3.0268
68,Female,Premium,10.16,25,Africa,Tablet,17.99,0,Debit Card,3,0.39,Horror,5.996666666666666,0.0384615384615384,0.40576923076923016,1530,3.9624
24,Female,Standard,35.74,48,South America,Desktop,13.99,0,Credit Card,1,0.73,Comedy,13.99,0.0204081632653061,0.7442857142857134,210,26.0902
48,Male,Basic,0.91,38,South America,Tablet,8.99,1,Debit Card,4,0.02,Romance,2.2475,0.0256410256410256,0.02384615384615381,930,0.0182
46,Female,Standard,7.78,37,Africa,TV,13.99,1,Gift Card,4,0.2,Documentary,3.4975,0.0263157894736842,0.2099999999999999,870,1.556
70,Other,Premium,4.55,22,Oceania,Mobile,17.99,1,Debit Card,1,0.2,Sci-Fi,17.99,0.0434782608695652,0.2065217391304347,1590,0.91
25,Male,Basic,22.21,57,South America,TV,8.99,1,Debit Card,3,0.38,Horror,2.9966666666666666,0.0172413793103448,0.38948275862068904,240,8.4398
41,Other,Standard,1.2,49,Africa,Laptop,13.99,1,Credit Card,4,0.02,Romance,3.4975,0.02,0.0244,720,0.024
22,Male,Basic,3.76,59,Europe,TV,8.99,1,PayPal,3,0.06,Documentary,2.9966666666666666,0.0166666666666666,0.06366666666666641,150,0.22559999999999997
24,Other,Basic,10.15,9,Asia,TV,8.99,0,Debit Card,2,1.02,Action,4.495,0.1,1.117,210,10.353
24,Other,Basic,2.28,43,North America,Mobile,8.99,1,Gift Card,5,0.05,Drama,1.798,0.0227272727272727,0.052954545454545386,210,0.11399999999999999
25,Other,Premium,6.08,19,Africa,Tablet,17.99,0,Credit Card,3,0.3,Documentary,5.996666666666666,0.05,0.319,240,1.8239999999999998
29,Female,Basic,25.31,15,South America,Mobile,8.99,0,Gift Card,4,1.58,Documentary,2.2475,0.0625,1.680625,360,39.9898
62,Female,Basic,19.11,21,Europe,Laptop,8.99,0,Gift Card,5,0.87,Action,1.798,0.0454545454545454,0.9081818181818171,1350,16.6257
35,Female,Basic,21.25,46,Oceania,Desktop,8.99,1,Credit Card,3,0.45,Drama,2.9966666666666666,0.0212765957446808,0.4617021276595733,540,9.5625
41,Male,Basic,6.0,26,Africa,Laptop,8.99,0,Debit Card,4,0.22,Action,2.2475,0.037037037037037,0.23037037037037014,720,1.32
66,Male,Premium,7.68,52,Europe,Mobile,17.99,1,Debit Card,2,0.14,Sci-Fi,8.995,0.0188679245283018,0.14754716981132007,1470,1.0752000000000002
38,Other,Basic,10.9,45,South America,Tablet,8.99,1,Credit Card,4,0.24,Sci-Fi,2.2475,0.0217391304347826,0.24217391304347818,630,2.616
48,Male,Premium,23.03,54,North America,Desktop,17.99,0,Credit Card,4,0.42,Documentary,4.4975,0.0181818181818181,0.4263636363636345,930,9.672600000000001
50,Other,Basic,6.59,6,Asia,Tablet,8.99,0,Credit Card,2,0.94,Horror,4.495,0.1428571428571428,1.0757142857142852,990,6.194599999999999
51,Male,Basic,1.56,55,North America,Mobile,8.99,1,Crypto,3,0.03,Action,2.9966666666666666,0.0178571428571428,0.028392857142857053,1020,0.0468
24,Male,Basic,1.59,42,Asia,Mobile,8.99,1,Gift Card,5,0.04,Action,1.798,0.0232558139534883,0.03790697674418593,210,0.0636
44,Male,Basic,3.91,2,South America,Laptop,8.99,0,Credit Card,4,1.3,Drama,2.2475,0.3333333333333333,1.7366666666666666,810,5.083
65,Male,Basic,2.96,33,Africa,Mobile,8.99,1,PayPal,1,0.09,Sci-Fi,8.99,0.0294117647058823,0.08970588235294101,1440,0.26639999999999997
35,Male,Premium,9.88,10,South America,Mobile,17.99,0,Debit Card,3,0.9,Sci-Fi,5.996666666666666,0.0909090909090909,0.98,540,8.892000000000001
62,Other,Basic,7.43,49,Africa,Mobile,8.99,1,Gift Card,4,0.15,Horror,2.2475,0.02,0.1516,1350,1.1144999999999998
26,Other,Premium,25.0,12,Oceania,Mobile,17.99,0,Gift Card,2,1.92,Horror,8.995,0.0769230769230769,2.0707692307692303,270,48.0
22,Other,Premium,42.86,54,South America,Mobile,17.99,0,Gift Card,4,0.78,Action,4.4975,0.0181818181818181,0.793454545454542,150,33.4308
33,Female,Basic,3.05,28,Africa,Laptop,8.99,1,PayPal,5,0.11,Romance,1.798,0.0344827586206896,0.10896551724137912,480,0.33549999999999996
25,Male,Basic,9.7,4,North America,Desktop,8.99,0,PayPal,2,1.94,Horror,4.495,0.2,2.328,240,18.817999999999998
61,Female,Standard,2.36,6,Asia,TV,13.99,1,Crypto,1,0.34,Drama,13.99,0.1428571428571428,0.3857142857142855,1320,0.8024
61,Female,Basic,5.83,20,North America,Tablet,8.99,0,Credit Card,5,0.28,Action,1.798,0.0476190476190476,0.29095238095238085,1320,1.6324
50,Male,Standard,20.95,18,Asia,Tablet,13.99,0,Gift Card,4,1.1,Drama,3.4975,0.0526315789473684,1.1605263157894732,990,23.045
26,Male,Basic,1.54,20,North America,Tablet,8.99,1,PayPal,4,0.07,Horror,2.2475,0.0476190476190476,0.07666666666666665,270,0.1078
46,Female,Standard,4.56,14,South America,Laptop,13.99,1,Gift Card,2,0.3,Horror,6.995,0.0666666666666666,0.3239999999999996,870,1.3679999999999999
63,Male,Standard,3.98,20,Europe,Laptop,13.99,1,Crypto,3,0.19,Horror,4.663333333333333,0.0476190476190476,0.1985714285714285,1380,0.7562
54,Other,Premium,0.48,59,Asia,Desktop,17.99,1,Crypto,4,0.01,Romance,4.4975,0.0166666666666666,0.008166666666666635,1110,0.0048
40,Male,Basic,0.28,37,South America,Desktop,8.99,1,Gift Card,2,0.01,Romance,4.495,0.0263157894736842,0.007631578947368419,690,0.0028000000000000004
18,Male,Standard,20.23,36,Europe,Mobile,13.99,0,Credit Card,4,0.55,Romance,3.4975,0.027027027027027,0.5616216216216211,30,11.126500000000002
63,Male,Premium,0.67,9,Africa,Tablet,17.99,0,Credit Card,5,0.07,Horror,3.598,0.1,0.074,1380,0.046900000000000004
62,Other,Standard,18.27,41,Europe,TV,13.99,1,Gift Card,3,0.43,Romance,4.663333333333333,0.0238095238095238,0.44523809523809504,1350,7.8561
42,Male,Premium,1.87,20,Africa,Mobile,17.99,1,Debit Card,3,0.09,Drama,5.996666666666666,0.0476190476190476,0.09333333333333331,750,0.1683
29,Male,Standard,23.05,36,Africa,Mobile,13.99,0,Gift Card,4,0.62,Documentary,3.4975,0.027027027027027,0.6397297297297292,360,14.291
66,Female,Basic,2.61,44,Oceania,TV,8.99,1,Credit Card,1,0.06,Action,8.99,0.0222222222222222,0.059333333333333266,1470,0.1566
57,Male,Premium,15.52,13,Oceania,Tablet,17.99,0,Crypto,5,1.11,Action,3.598,0.0714285714285714,1.1878571428571423,1200,17.2272
56,Female,Basic,38.59,10,Oceania,Mobile,8.99,0,Gift Card,2,3.51,Sci-Fi,4.495,0.0909090909090909,3.8272727272727267,1170,135.4509
32,Male,Basic,14.22,48,North America,TV,8.99,1,Crypto,3,0.29,Comedy,2.9966666666666666,0.0204081632653061,0.2961224489795915,450,4.1238
69,Male,Standard,3.46,60,North America,Desktop,13.99,1,Crypto,5,0.06,Action,2.798,0.0163934426229508,0.057704918032786816,1560,0.20759999999999998
30,Female,Premium,5.97,2,South America,Tablet,17.99,0,Credit Card,3,1.99,Horror,5.996666666666666,0.3333333333333333,2.6533333333333333,390,11.8803
56,Male,Basic,6.94,27,South America,Mobile,8.99,1,Gift Card,3,0.25,Comedy,2.9966666666666666,0.0357142857142857,0.2567857142857142,1170,1.735
35,Male,Basic,22.39,45,Europe,Mobile,8.99,1,Gift Card,1,0.49,Sci-Fi,8.99,0.0217391304347826,0.4973913043478259,540,10.9711
41,Other,Standard,3.61,29,Asia,Tablet,13.99,0,Debit Card,5,0.12,Action,2.798,0.0333333333333333,0.1243333333333332,720,0.4332
43,Other,Basic,0.37,16,Africa,TV,8.99,1,Debit Card,5,0.02,Documentary,1.798,0.0588235294117647,0.022941176470588232,780,0.0074
60,Female,Basic,6.3,3,North America,Mobile,8.99,0,Debit Card,2,1.57,Comedy,4.495,0.25,1.9675,1290,9.891
22,Female,Premium,15.39,58,Africa,Desktop,17.99,1,Credit Card,2,0.26,Sci-Fi,8.995,0.0169491525423728,0.26525423728813435,150,4.0014
18,Female,Basic,3.19,16,North America,Laptop,8.99,1,Gift Card,4,0.19,Action,2.2475,0.0588235294117647,0.19882352941176468,30,0.6061
41,Male,Basic,19.33,6,Europe,Laptop,8.99,0,Gift Card,5,2.76,Horror,1.798,0.1428571428571428,3.155714285714284,720,53.35079999999999
53,Female,Basic,40.81,17,Africa,Mobile,8.99,0,Gift Card,1,2.27,Comedy,8.99,0.0555555555555555,2.3933333333333313,1080,92.6387
37,Other,Basic,7.26,57,Oceania,TV,8.99,1,Gift Card,4,0.13,Horror,2.2475,0.0172413793103448,0.12741379310344805,600,0.9438
37,Male,Standard,18.92,0,North America,TV,13.99,0,Crypto,1,18.92,Action,13.99,1.0,37.84,600,357.9664000000001
41,Male,Premium,8.26,57,North America,Mobile,17.99,1,Crypto,4,0.14,Documentary,4.4975,0.0172413793103448,0.1448275862068963,720,1.1564
59,Male,Basic,8.85,16,Asia,Tablet,8.99,0,Credit Card,3,0.52,Documentary,2.9966666666666666,0.0588235294117647,0.5511764705882352,1260,4.602
28,Female,Premium,4.14,37,South America,Tablet,17.99,1,Gift Card,2,0.11,Documentary,8.995,0.0263157894736842,0.11184210526315784,330,0.45539999999999997
70,Other,Premium,20.54,19,Europe,TV,17.99,0,Crypto,4,1.03,Horror,4.4975,0.05,1.0785,1590,21.1562
50,Other,Standard,9.9,10,North America,Desktop,13.99,0,Debit Card,2,0.9,Drama,6.995,0.0909090909090909,0.9818181818181818,990,8.91
62,Other,Premium,4.03,50,Europe,Mobile,17.99,1,Gift Card,4,0.08,Horror,4.4975,0.0196078431372549,0.08058823529411765,1350,0.3224
51,Other,Premium,1.67,28,Africa,Tablet,17.99,1,Crypto,4,0.06,Action,4.4975,0.0344827586206896,0.059655172413793006,1020,0.1002
27,Other,Basic,12.8,43,North America,TV,8.99,1,Debit Card,2,0.29,Horror,4.495,0.0227272727272727,0.29749999999999965,300,3.7119999999999997
63,Other,Standard,17.51,12,South America,Tablet,13.99,0,PayPal,1,1.35,Romance,13.99,0.0769230769230769,1.4507692307692306,1380,23.638500000000004
56,Other,Premium,45.06,6,Africa,Mobile,17.99,0,Gift Card,5,6.44,Action,3.598,0.1428571428571428,7.357142857142854,1170,290.18640000000005
56,Other,Standard,21.77,51,Asia,TV,13.99,0,Credit Card,2,0.42,Drama,6.995,0.0192307692307692,0.4267307692307686,1170,9.1434
57,Male,Premium,12.13,24,Africa,Laptop,17.99,0,Crypto,1,0.49,Romance,17.99,0.04,0.5048,1200,5.943700000000001
64,Other,Standard,3.68,55,South America,Mobile,13.99,1,Crypto,5,0.07,Comedy,2.798,0.0178571428571428,0.0669642857142855,1410,0.25760000000000005
50,Other,Premium,0.73,24,North America,Tablet,17.99,1,Crypto,2,0.03,Action,8.995,0.04,0.0304,990,0.0219
63,Other,Basic,2.37,28,South America,Laptop,8.99,1,Debit Card,5,0.08,Comedy,1.798,0.0344827586206896,0.08448275862068952,1380,0.18960000000000002
47,Other,Standard,13.83,54,Africa,Mobile,13.99,1,Gift Card,3,0.25,Documentary,4.663333333333333,0.0181818181818181,0.25599999999999884,900,3.4575
27,Female,Premium,15.99,37,Africa,Tablet,17.99,1,Gift Card,2,0.42,Drama,8.995,0.0263157894736842,0.4318421052631577,300,6.7158
21,Male,Basic,21.57,47,North America,Mobile,8.99,1,Debit Card,3,0.45,Comedy,2.9966666666666666,0.0208333333333333,0.45874999999999927,120,9.7065
52,Other,Premium,6.62,56,Asia,Desktop,17.99,1,Gift Card,1,0.12,Comedy,17.99,0.0175438596491228,0.11824561403508767,1050,0.7944
27,Other,Standard,20.06,45,Europe,Laptop,13.99,0,Debit Card,4,0.44,Action,3.4975,0.0217391304347826,0.44565217391304335,300,8.8264
28,Other,Basic,0.79,40,Asia,Laptop,8.99,1,Gift Card,1,0.02,Action,8.99,0.024390243902439,0.019756097560975593,330,0.0158
18,Male,Standard,3.49,54,Oceania,Laptop,13.99,1,Crypto,3,0.06,Sci-Fi,4.663333333333333,0.0181818181818181,0.06454545454545427,30,0.2094
19,Other,Premium,8.12,2,Europe,Laptop,17.99,0,PayPal,1,2.71,Action,17.99,0.3333333333333333,3.6099999999999994,60,22.0052
34,Male,Premium,28.39,41,Africa,Laptop,17.99,0,Crypto,2,0.68,Horror,8.995,0.0238095238095238,0.692142857142857,510,19.305200000000003
63,Male,Basic,1.3,20,Africa,Laptop,8.99,1,Crypto,5,0.06,Horror,1.798,0.0476190476190476,0.06476190476190474,1380,0.078
60,Male,Premium,7.31,21,Africa,Desktop,17.99,0,Gift Card,3,0.33,Horror,5.996666666666666,0.0454545454545454,0.34727272727272684,1290,2.4123
24,Male,Standard,3.05,9,North America,TV,13.99,1,Crypto,1,0.3,Action,13.99,0.1,0.33499999999999996,210,0.9149999999999999
34,Other,Premium,8.64,8,Oceania,TV,17.99,0,Gift Card,4,0.96,Action,4.4975,0.1111111111111111,1.0666666666666669,510,8.2944
55,Female,Basic,17.61,35,South America,Desktop,8.99,1,Gift Card,1,0.49,Comedy,8.99,0.0277777777777777,0.5027777777777763,1140,8.6289
31,Female,Premium,5.68,49,Asia,Laptop,17.99,1,Crypto,2,0.11,Comedy,8.995,0.02,0.1158,420,0.6248
28,Female,Premium,10.53,23,Asia,Desktop,17.99,0,Credit Card,2,0.44,Horror,8.995,0.0416666666666666,0.45708333333333256,330,4.6331999999999995
58,Other,Premium,22.17,40,Europe,Laptop,17.99,0,PayPal,4,0.54,Comedy,4.4975,0.024390243902439,0.5539024390243897,1230,11.971800000000002
44,Female,Basic,58.4,26,Oceania,Desktop,8.99,0,Gift Card,1,2.16,Sci-Fi,8.99,0.037037037037037,2.242962962962961,810,126.144
69,Female,Premium,5.8,26,North America,Tablet,17.99,0,PayPal,5,0.21,Romance,3.598,0.037037037037037,0.22259259259259237,1560,1.218
42,Female,Premium,9.08,17,Africa,Desktop,17.99,0,Crypto,1,0.5,Documentary,17.99,0.0555555555555555,0.5322222222222217,750,4.54
52,Female,Basic,17.09,42,South America,TV,8.99,1,Crypto,2,0.4,Action,4.495,0.0232558139534883,0.4067441860465103,1050,6.836
50,Male,Premium,12.33,16,South America,Mobile,17.99,0,PayPal,5,0.73,Comedy,3.598,0.0588235294117647,0.768235294117647,990,9.0009
20,Male,Standard,12.93,14,South America,Laptop,13.99,0,Crypto,1,0.86,Drama,13.99,0.0666666666666666,0.9193333333333323,90,11.1198
37,Male,Premium,8.96,42,South America,Laptop,17.99,1,Gift Card,1,0.21,Comedy,17.99,0.0232558139534883,0.21325581395348775,600,1.8816000000000002
51,Other,Standard,1.1,29,South America,Tablet,13.99,1,Gift Card,3,0.04,Documentary,4.663333333333333,0.0333333333333333,0.037999999999999964,1020,0.044000000000000004
49,Female,Premium,3.03,39,Africa,TV,17.99,1,Debit Card,2,0.08,Horror,8.995,0.025,0.07775,960,0.24239999999999998
40,Male,Basic,9.07,11,Asia,Mobile,8.99,0,Credit Card,1,0.76,Horror,8.99,0.0833333333333333,0.8191666666666664,690,6.8932
60,Other,Premium,9.22,45,Oceania,Desktop,17.99,1,Crypto,2,0.2,Documentary,8.995,0.0217391304347826,0.2047826086956521,1290,1.8440000000000003
44,Female,Premium,5.79,8,South America,TV,17.99,0,Gift Card,3,0.64,Documentary,5.996666666666666,0.1111111111111111,0.7144444444444443,810,3.7056
29,Female,Basic,8.55,40,North America,Tablet,8.99,1,PayPal,1,0.21,Romance,8.99,0.024390243902439,0.21365853658536568,360,1.7955
30,Male,Premium,1.87,6,Asia,Desktop,17.99,0,Credit Card,2,0.27,Comedy,8.995,0.1428571428571428,0.3057142857142856,390,0.5049
20,Other,Premium,12.02,23,Asia,Desktop,17.99,0,PayPal,1,0.5,Romance,17.99,0.0416666666666666,0.5216666666666658,90,6.01
55,Other,Basic,6.2,45,Asia,Laptop,8.99,1,Crypto,4,0.13,Romance,2.2475,0.0217391304347826,0.13760869565217387,1140,0.806
21,Male,Basic,11.16,58,South America,Tablet,8.99,1,Crypto,3,0.19,Romance,2.9966666666666666,0.0169491525423728,0.19237288135593128,120,2.1204
29,Other,Standard,3.2,54,Asia,Laptop,13.99,1,Gift Card,2,0.06,Documentary,6.995,0.0181818181818181,0.05927272727272701,360,0.192
41,Female,Premium,8.44,36,South America,Mobile,17.99,1,Crypto,4,0.23,Drama,4.4975,0.027027027027027,0.2343243243243241,720,1.9412
28,Other,Standard,8.87,39,Africa,Desktop,13.99,1,PayPal,1,0.22,Documentary,13.99,0.025,0.22725,330,1.9513999999999998
25,Other,Premium,2.9,29,North America,Tablet,17.99,1,Credit Card,2,0.1,Sci-Fi,8.995,0.0333333333333333,0.0999999999999999,240,0.29
25,Female,Basic,0.17,58,Africa,Tablet,8.99,1,PayPal,4,0.0,Documentary,2.2475,0.0169491525423728,0.0028813559322033765,240,0.0
41,Female,Premium,5.24,49,North America,TV,17.99,1,Crypto,2,0.1,Comedy,8.995,0.02,0.1068,720,0.524
67,Other,Standard,10.24,11,South America,Desktop,13.99,0,Debit Card,2,0.85,Romance,6.995,0.0833333333333333,0.9241666666666662,1500,8.704
49,Male,Basic,9.68,10,North America,Mobile,8.99,0,PayPal,2,0.88,Horror,4.495,0.0909090909090909,0.96,960,8.5184
58,Female,Basic,15.28,42,Oceania,TV,8.99,1,Debit Card,1,0.36,Romance,8.99,0.0232558139534883,0.36372093023255697,1230,5.5008
66,Female,Standard,4.96,4,North America,Laptop,13.99,0,Gift Card,1,0.99,Sci-Fi,13.99,0.2,1.1900000000000002,1470,4.9104
50,Male,Basic,0.3,43,Africa,Laptop,8.99,1,Gift Card,3,0.01,Sci-Fi,2.9966666666666666,0.0227272727272727,0.007045454545454537,990,0.003
64,Female,Standard,3.38,38,North America,Laptop,13.99,1,PayPal,2,0.09,Romance,6.995,0.0256410256410256,0.08897435897435882,1410,0.30419999999999997
55,Male,Premium,11.61,21,South America,Desktop,17.99,0,Debit Card,4,0.53,Romance,4.4975,0.0454545454545454,0.5518181818181811,1140,6.1533
40,Female,Premium,2.65,21,Africa,TV,17.99,0,Debit Card,5,0.12,Comedy,3.598,0.0454545454545454,0.12590909090909075,690,0.318
33,Male,Standard,16.27,2,Africa,Desktop,13.99,0,Crypto,2,5.42,Comedy,6.995,0.3333333333333333,7.229999999999999,480,88.18339999999999
35,Other,Basic,2.55,26,Oceania,Tablet,8.99,1,Gift Card,2,0.09,Action,4.495,0.037037037037037,0.09777777777777767,540,0.22949999999999998
67,Male,Basic,101.06,19,Asia,TV,8.99,0,Credit Card,2,5.05,Documentary,4.495,0.05,5.3055,1500,510.353
62,Male,Standard,3.95,54,Oceania,TV,13.99,1,Debit Card,4,0.07,Drama,3.4975,0.0181818181818181,0.07309090909090878,1350,0.2765
61,Male,Standard,13.1,45,South America,Desktop,13.99,0,Credit Card,4,0.28,Comedy,3.4975,0.0217391304347826,0.29086956521739116,1320,3.668
68,Female,Premium,8.28,47,Europe,Laptop,17.99,1,Debit Card,1,0.17,Romance,17.99,0.0208333333333333,0.17604166666666637,1530,1.4076
39,Female,Standard,0.12,3,South America,Tablet,13.99,0,Debit Card,3,0.03,Sci-Fi,4.663333333333333,0.25,0.0375,660,0.0036
66,Other,Premium,6.15,39,Asia,Mobile,17.99,0,Credit Card,4,0.15,Comedy,4.4975,0.025,0.15750000000000003,1470,0.9225
30,Male,Standard,3.18,27,Oceania,Desktop,13.99,1,Credit Card,1,0.11,Comedy,13.99,0.0357142857142857,0.11749999999999995,390,0.3498
40,Female,Premium,18.01,14,Asia,Desktop,17.99,0,Debit Card,2,1.2,Romance,8.995,0.0666666666666666,1.2806666666666653,690,21.612000000000002
40,Female,Basic,15.45,58,North America,Laptop,8.99,1,PayPal,2,0.26,Comedy,4.495,0.0169491525423728,0.2662711864406767,690,4.017
23,Other,Standard,5.52,9,Oceania,Mobile,13.99,0,Gift Card,4,0.55,Horror,3.4975,0.1,0.607,180,3.036
70,Female,Standard,19.11,28,Africa,Laptop,13.99,0,PayPal,4,0.66,Romance,3.4975,0.0344827586206896,0.6817241379310334,1590,12.6126
55,Male,Premium,1.08,46,Europe,Tablet,17.99,1,Gift Card,3,0.02,Action,5.996666666666666,0.0212765957446808,0.02340425531914888,1140,0.0216
64,Male,Standard,1.29,9,Africa,Mobile,13.99,1,Crypto,1,0.13,Sci-Fi,13.99,0.1,0.142,1410,0.16770000000000002
29,Other,Basic,27.02,9,South America,Mobile,8.99,0,Crypto,3,2.7,Comedy,2.9966666666666666,0.1,2.972,360,72.95400000000001
67,Male,Basic,12.0,20,South America,Tablet,8.99,0,PayPal,4,0.57,Comedy,2.2475,0.0476190476190476,0.5985714285714284,1500,6.84
29,Female,Basic,4.84,49,North America,Desktop,8.99,1,Crypto,3,0.1,Romance,2.9966666666666666,0.02,0.0988,360,0.484
53,Female,Premium,19.37,40,Europe,Tablet,17.99,1,Crypto,4,0.47,Sci-Fi,4.4975,0.024390243902439,0.4839024390243898,1080,9.1039
67,Male,Standard,23.1,59,Africa,Mobile,13.99,0,Credit Card,3,0.39,Sci-Fi,4.663333333333333,0.0166666666666666,0.39149999999999846,1500,9.009
30,Male,Standard,4.99,17,Asia,Tablet,13.99,0,PayPal,5,0.28,Action,2.798,0.0555555555555555,0.29277777777777747,390,1.3972000000000002
37,Female,Basic,28.01,35,Europe,Desktop,8.99,0,PayPal,1,0.78,Sci-Fi,8.99,0.0277777777777777,0.79972222222222,600,21.847800000000003
25,Male,Standard,12.66,25,South America,Desktop,13.99,0,PayPal,5,0.49,Documentary,2.798,0.0384615384615384,0.50576923076923,240,6.2034
19,Male,Standard,43.11,9,Europe,Desktop,13.99,0,Debit Card,1,4.31,Comedy,13.99,0.1,4.742,60,185.80409999999998
23,Male,Premium,8.41,29,Asia,Tablet,17.99,0,Debit Card,4,0.28,Comedy,4.4975,0.0333333333333333,0.28966666666666635,180,2.3548000000000004
53,Male,Standard,28.91,27,Africa,Mobile,13.99,0,Debit Card,3,1.03,Romance,4.663333333333333,0.0357142857142857,1.069285714285714,1080,29.7773
58,Female,Premium,0.14,54,Asia,Laptop,17.99,1,Debit Card,3,0.0,Horror,5.996666666666666,0.0181818181818181,0.0025454545454545344,1230,0.0
27,Male,Premium,9.6,60,North America,Tablet,17.99,1,Credit Card,1,0.16,Romance,17.99,0.0163934426229508,0.1599999999999998,300,1.536
36,Other,Standard,17.04,31,South America,Mobile,13.99,0,Debit Card,2,0.53,Sci-Fi,6.995,0.03125,0.5490625,570,9.0312
